Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review,Translated_Review,Cleaned_Review
Erasmuspark,Erasmuspark,unofficial,maarten zwart,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,ricardo sosa,4 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Tanaydın Şirin,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,TheRichiemor,4 stars,3 years ago,"2023-11-13,00:42:57","This a lovely park that caters for young to old. It has a very well kept secret garden that is ideal to either relax with friends, read a book or enjoy some inner city piece. There is also a playing field for sports with an adjacent gravel track around the circumference & some sports equipment. It's not as commercial as nearby westerpark so it maintains more serenity overall.","This a lovely park that caters for young to old. It has a very well kept secret garden that is ideal to either relax with friends, read a book or enjoy some inner city piece. There is also a playing field for sports with an adjacent gravel track around the circumference & some sports equipment. It's not as commercial as nearby westerpark so it maintains more serenity overall.","this a lovely park that caters for young to old. it has a very well kept secret garden that is ideal to either relax with friends, read a book or enjoy some inner city piece. there is also a playing field for sports with an adjacent gravel track around the circumference & some sports equipment. it's not as commercial as nearby westerpark so it maintains more serenity overall."
Erasmuspark,Erasmuspark,unofficial,Dennis Kokmeijer,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Nitnaddie,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,John Stone,3 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Jean Pierre Defesche,3 stars,3 years ago,"2023-11-13,00:42:57",Redelijk mooie beplanting,Reasonably nice planting,reasonably nice planting
Erasmuspark,Erasmuspark,unofficial,Jimmy Smits,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,EZMERALDA SALLAKU,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Alex Key,5 stars,3 years ago,"2023-11-13,00:42:57",Sizeable park with zones for different activities. A nice terrace cafe in one corner and a great kids adventure playground in the corner recently renewed. Not so full of tourists as several parks closer to the centre. Has concerts in the Summer.,Sizeable park with zones for different activities. A nice terrace cafe in one corner and a great kids adventure playground in the corner recently renewed. Not so full of tourists as several parks closer to the centre. Has concerts in the Summer.,sizeable park with zones for different activities. a nice terrace cafe in one corner and a great kids adventure playground in the corner recently renewed. not so full of tourists as several parks closer to the centre. has concerts in the summer.
Erasmuspark,Erasmuspark,unofficial,Leon Ineke,5 stars,3 years ago,"2023-11-13,00:42:57",Heerlijk chill en compact park,Lovely chill and compact park,lovely chill and compact park
Erasmuspark,Erasmuspark,unofficial,Toma Alimosh,5 stars,3 years ago,"2023-11-13,00:42:57",Cycling,Cycling,cycling
Erasmuspark,Erasmuspark,unofficial,Mea Culpa,4 stars,3 years ago,"2023-11-13,00:42:57","Küçük ama keyifli. Dört bir yanı su kanalı ile çevrili. İçinde çiçek bahçesi, kafesi (Terrasmus)olan bir park. Benim hostelime yakın olduğu için her gün arada gidip tadını çıkarmaya çalıştım. Yeşille iç içe, sakin, sessiz, doğal bir ortamda olmak keyif veriyor insana. Güzel bir giriş kapısı, köprüsü var.","Small but pleasant. Surrounded by a water canal. It is a park with a flower garden and a cafe (Terrasmus). Since it is close to my hostel, I tried to go there every day and enjoy it. It is a pleasure to be in a calm, quiet, natural environment surrounded by greenery. It has a beautiful entrance gate and bridge.","small but pleasant. surrounded by a water canal. it is a park with a flower garden and a cafe (terrasmus). since it is close to my hostel, i tried to go there every day and enjoy it. it is a pleasure to be in a calm, quiet, natural environment surrounded by greenery. it has a beautiful entrance gate and bridge."
Erasmuspark,Erasmuspark,unofficial,Olga S,4 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Atilla Yaman,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Daniela Malaica,5 stars,3 years ago,"2023-11-13,00:42:57","Such a lovely park..
One of the smallest I have to say but very local, gezellig to use a Dutch expression..
Must visit the flower garden..
And you can also stop for cake and tea by
Terrasmus..","Such a lovely park..
One of the smallest I have to say but very local, gezellig to use a Dutch expression..
Must visit the flower garden..
And you can also stop for cake and tea by
Terrasmus..","such a lovely park.. one of the smallest i have to say but very local, gezellig to use a dutch expression.. must visit the flower garden.. and you can also stop for cake and tea by terrasmus.."
Erasmuspark,Erasmuspark,unofficial,YIANNIS QUARANTIDIS,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Donald De Roever,3 stars,3 years ago,"2023-11-13,00:42:58",Saai park,Saai park,saai park
Erasmuspark,Erasmuspark,unofficial,Ricca Reis,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Tamas Fodor,4 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Μανος Ασημιδης,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Rene Smit,5 stars,3 years ago,"2023-11-13,00:42:58",Heerlijk park. Stadsdeel houdt het goed bij. Hebben pas weer bomen geplaatst. Verder laat men stormschade liggen zodat natuurlijke omgeving ontstaat.,"Lovely park. City council keeps it up well. Have recently placed trees again. Further, they leave storm damage so that natural environment is created.","lovely park. city council keeps it up well. have recently placed trees again. further, they leave storm damage so that natural environment is created."
Erasmuspark,Erasmuspark,unofficial,Marco F.,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Giacomo Grassi,4 stars,3 years ago,"2023-11-13,00:42:58",De markantie,The markance,the markance
Erasmuspark,Erasmuspark,unofficial,Patrick,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Patrick H,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Davibs,5 stars,3 years ago,"2023-11-13,00:42:58",Nice park,Nice park,nice park
Erasmuspark,Erasmuspark,unofficial,Isaac Decluette,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Tulia Barrera,5 stars,3 years ago,"2023-11-13,00:42:58","Pequeñito en comparación con otros parques de Ámsterdam, pero bonito y con muchas posibilidades. Hay varios máquinas para hacer ejercicio, pista de fútbol, parque infantil, mesas par jugar al ajedrez.","Small compared to other parks in Amsterdam, but nice and with many possibilities. There are several exercise machines, soccer field, playground, chess tables.","small compared to other parks in amsterdam, but nice and with many possibilities. there are several exercise machines, soccer field, playground, chess tables."
Erasmuspark,Erasmuspark,unofficial,JB,4 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Yvonne Tames Veerkamp Spruitenburg,5 stars,3 years ago,"2023-11-13,00:42:58",Het is heerlijk om in het park te zijn met de hondjes. Helaas mogen ze vanaf 1 april niet meer los lopen.,"It is wonderful to be in the park with the little dogs. Unfortunately, as of April 1, they are no longer allowed to run loose.","it is wonderful to be in the park with the little dogs. unfortunately, as of april 1, they are no longer allowed to run loose."
Erasmuspark,Erasmuspark,unofficial,Vax liakos,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Guillaume Kloof,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Ronald Lankhaar,4 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Antonio Gonzalez,3 stars,3 years ago,"2023-11-13,00:42:58",Too tiny,Too tiny,too tiny
Erasmuspark,Erasmuspark,unofficial,Edwin Hermans,4 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,FM de Jager,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Milo Spalevi,5 stars,3 years ago,"2023-11-13,00:42:58","Very nice park .. not so big but has different things to relax and chill do gym or make barbique , walk with a dog ...","Very nice park .. not so big but has different things to relax and chill do gym or make barbique , walk with a dog ...","very nice park .. not so big but has different things to relax and chill do gym or make barbique , walk with a dog ..."
Erasmuspark,Erasmuspark,unofficial,Pieter Ter Hofstede,5 stars,3 years ago,"2023-11-13,00:42:58","Geweldige sfeer, entourage en locatie","Great atmosphere, entourage and location","great atmosphere, entourage and location"
Erasmuspark,Erasmuspark,unofficial,Gabriel Barbato,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Iván Ávila,3 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Emir,1 star,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Santiago Martinez,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Jelle de Ruiter,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,عبود قضماني Abood Kudmani,5 stars,3 years ago,"2023-11-13,00:42:58",,,
Erasmuspark,Erasmuspark,unofficial,Alekh kunhare,4 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Ilja Cup,5 stars,3 years ago,"2023-11-13,00:42:59","Fijn rustig park waar je lekker kunt wandelen.
Of op een bankje een boekje lezen.
Dichtbij gezellige restaurantjes waar je wat kunt eten of drinken.
's zomers een leuke plek om te BBQen.","Nice quiet park where you can take a nice walk.
Or on a bench reading a book.
Close to cozy restaurants where you can eat or drink something.
In summer a nice place to BBQ.",nice quiet park where you can take a nice walk. or on a bench reading a book. close to cozy restaurants where you can eat or drink something. in summer a nice place to bbq.
Erasmuspark,Erasmuspark,unofficial,Saskia Lensink,4 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Józsa Csongor,5 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Fred Klopper,4 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Jeroen Engel,5 stars,3 years ago,"2023-11-13,00:42:59",Good place to relax with nice people around you,Good place to relax with nice people around you,good place to relax with nice people around you
Erasmuspark,Erasmuspark,unofficial,Peter Boone,5 stars,3 years ago,"2023-11-13,00:42:59","Een klein park, maar mooi gelegen en heerlijk rustig met leuke views op de omgeving en de verschillende bouwstijlen!","A small park, but beautifully located and wonderfully quiet with nice views of the surroundings and the different architectural styles!","a small park, but beautifully located and wonderfully quiet with nice views of the surroundings and the different architectural styles!"
Erasmuspark,Erasmuspark,unofficial,Sanja Dajee,5 stars,3 years ago,"2023-11-13,00:42:59",Stunning park.,Stunning park.,stunning park.
Erasmuspark,Erasmuspark,unofficial,Euni Ichigo S-Guranto,5 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,valeria bocci,5 stars,3 years ago,"2023-11-13,00:42:59",Splendido.,Splendido.,splendido.
Erasmuspark,Erasmuspark,unofficial,Bekir Keklikci (Seyyah.58),5 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Nayef Muhiar,4 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Steven Hakeboom,5 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Berkan Sahin,3 stars,3 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,William Richter,4 stars,4 years ago,"2023-11-13,00:42:59","Quaint little park in the West of Amsterdam, very close to the Rembrand park. There are several interesting works of art and a lovely rose garden. Pokemon GO players also like this park as it is small but full of pokestops and gyms","Quaint little park in the West of Amsterdam, very close to the Rembrand park. There are several interesting works of art and a lovely rose garden. Pokemon GO players also like this park as it is small but full of pokestops and gyms","quaint little park in the west of amsterdam, very close to the rembrand park. there are several interesting works of art and a lovely rose garden. pokemon go players also like this park as it is small but full of pokestops and gyms"
Erasmuspark,Erasmuspark,unofficial,Eugene Shemchuk,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Sansone Prince,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Pauline,3 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Aäron Jansen,4 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Ivan Rainovski,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Maria,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Stephen James,4 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Axel Zill-Zheng,4 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,ace space,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Roel Moleman,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Pascal van Harn,2 stars,4 years ago,"2023-11-13,00:42:59",Weinig mogelijkheden voor honden. Mensen zitten overal en veel fietsers,Few opportunities for dogs. People are everywhere and many cyclists,few opportunities for dogs. people are everywhere and many cyclists
Erasmuspark,Erasmuspark,unofficial,Jeroen Krüse,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Annelotte,5 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Romeo Jabbour,4 stars,4 years ago,"2023-11-13,00:42:59",,,
Erasmuspark,Erasmuspark,unofficial,Klaster Communications,2 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Ferhat Taşkıran,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Me Lee,2 stars,4 years ago,"2023-11-13,00:43:00",Not a very nice park for Amsterdam,Not a very nice park for Amsterdam,not a very nice park for amsterdam
Erasmuspark,Erasmuspark,unofficial,Yehudi van de Pol,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,António Castro,5 stars,4 years ago,"2023-11-13,00:43:00",Fantástica zona verde!,Fantastic green area!,fantastic green area!
Erasmuspark,Erasmuspark,unofficial,Kickboks Fit,5 stars,4 years ago,"2023-11-13,00:43:00",Sportief park,Sports park,sports park
Erasmuspark,Erasmuspark,unofficial,Dirk de lepeleere,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Florencio Di Paolo Sala,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Bruno Alberici,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Christine,4 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Gabelle Gómez Iza,5 stars,4 years ago,"2023-11-13,00:43:00",BEAUTIFUL,BEAUTIFUL,beautiful
Erasmuspark,Erasmuspark,unofficial,Andrej Muraskin,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Julian Burella Perez,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Pierre Fuchez,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Paul Tol,5 stars,4 years ago,"2023-11-13,00:43:00",Mijn lievelings park in de stad,My favorite park in the city,my favorite park in the city
Erasmuspark,Erasmuspark,unofficial,Susanna van de Waerdt,5 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Mansoor Ghalib,4 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Henk Van Niejenhuis,4 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Charissa Ladangh,4 stars,4 years ago,"2023-11-13,00:43:00",,,
Erasmuspark,Erasmuspark,unofficial,Jesserik,5 stars,4 years ago,"2023-11-13,00:43:00",Was weer wonk,Was again wonk,was again wonk
